mc_id,lon,lat,group
mc_40.61_11.62_1.1_20230611_0,40.61,11.62,10
mc_40.69_10.87_1.1_20230611_0,40.69,10.87,10
mc_40.69_11.12_1.1_20230611_0,40.69,11.12,10
mc_40.74_10.99_1.1_20230611_0,40.74,10.99,10
mc_40.74_11.24_1.1_20230611_0,40.74,11.24,10
mc_40.74_11.37_1.1_20230611_0,40.74,11.37,10
mc_40.74_35.60_1.1_20230611_0,40.74,35.6,8
mc_40.74_43.47_1.1_20230611_0,40.74,43.47,6
mc_40.74_43.72_1.1_20230611_0,40.74,43.72,6
mc_40.77_35.72_1.1_20230611_0,40.77,35.72,8
mc_40.80_43.59_1.1_20230611_0,40.8,43.59,6
mc_40.86_10.37_1.1_20230611_0,40.86,10.37,10
mc_40.86_10.87_1.1_20230611_0,40.86,10.87,10
mc_40.86_11.12_1.1_20230611_0,40.86,11.12,10
mc_40.86_35.47_1.1_20230611_0,40.86,35.47,8
mc_40.86_35.85_1.1_20230611_0,40.86,35.85,8
mc_40.86_43.34_1.1_20230611_0,40.86,43.34,6
mc_40.99_35.35_1.1_20230611_0,40.99,35.35,8
mc_40.99_43.59_1.1_20230611_0,40.99,43.59,6
mc_41.00_43.72_1.1_20230611_0,41.0,43.72,6
mc_41.05_43.47_1.1_20230611_0,41.05,43.47,6
mc_41.11_35.22_1.1_20230611_0,41.11,35.22,8
mc_41.11_41.10_1.1_20230611_0,41.11,41.1,7
mc_41.11_43.34_1.1_20230611_0,41.11,43.34,6
mc_41.25_43.72_1.1_20230611_0,41.25,43.72,6
mc_41.32_43.58_1.1_20230611_0,41.32,43.58,6
mc_41.36_34.97_1.1_20230611_0,41.36,34.97,8
mc_41.49_31.48_1.1_20230611_0,41.49,31.48,4
mc_41.49_42.97_1.1_20230611_0,41.49,42.97,6
mc_41.49_43.72_1.1_20230611_0,41.49,43.72,6
mc_41.60_43.59_1.1_20230611_0,41.6,43.59,6
mc_41.61_31.35_1.1_20230611_0,41.61,31.35,4
mc_41.74_31.48_1.1_20230611_0,41.74,31.48,4
mc_41.74_43.72_1.1_20230611_0,41.74,43.72,6
mc_41.79_43.09_1.1_20230611_0,41.79,43.09,6
mc_41.82_43.59_1.1_20230611_0,41.82,43.59,6
mc_41.85_18.86_1.1_20230611_0,41.85,18.86,5
mc_41.86_31.35_1.1_20230611_0,41.86,31.35,4
mc_41.86_34.10_1.1_20230611_0,41.86,34.1,9
mc_41.86_34.22_1.1_20230611_0,41.86,34.22,9
mc_41.94_43.22_1.1_20230611_0,41.94,43.22,6
mc_41.99_18.73_1.1_20230611_0,41.99,18.73,5
mc_41.99_18.86_1.1_20230611_0,41.99,18.86,5
mc_41.99_18.97_1.1_20230611_0,41.99,18.97,5
mc_41.99_31.23_1.1_20230611_0,41.99,31.23,4
mc_41.99_31.10_1.1_20230611_0,41.99,31.1,4
mc_41.99_31.48_1.1_20230611_0,41.99,31.48,4
mc_41.99_43.59_1.1_20230611_0,41.99,43.59,6
mc_41.99_43.72_1.1_20230611_0,41.99,43.72,6
mc_42.04_18.59_1.1_20230611_0,42.04,18.59,5
mc_42.05_18.11_1.1_20230611_0,42.05,18.11,5
mc_42.05_18.13_1.1_20230611_0,42.05,18.13,5
mc_42.11_31.35_1.1_20230611_0,42.11,31.35,4
mc_42.11_33.85_1.1_20230611_0,42.11,33.85,9
mc_42.11_33.98_1.1_20230611_0,42.11,33.98,9
mc_42.12_18.44_1.1_20230611_0,42.12,18.44,5
mc_42.20_18.30_1.1_20230611_0,42.2,18.3,5
mc_42.18_7.76_1.1_20230611_0,42.18,7.76,6
mc_42.24_18.86_1.1_20230611_0,42.24,18.86,5
mc_42.24_31.10_1.1_20230611_0,42.24,31.1,4
mc_42.24_31.48_1.1_20230611_0,42.24,31.48,4
mc_42.24_31.23_1.1_20230611_0,42.24,31.23,4
mc_42.24_33.73_1.1_20230611_0,42.24,33.73,9
mc_42.24_43.59_1.1_20230611_0,42.24,43.59,6
mc_42.25_43.72_1.1_20230611_0,42.25,43.72,6
mc_42.26_18.89_1.1_20230611_0,42.26,18.89,5
mc_42.31_18.61_1.1_20230611_0,42.31,18.61,5
mc_42.36_30.98_1.1_20230611_0,42.36,30.98,4
mc_42.36_31.35_1.1_20230611_0,42.36,31.35,4
mc_42.36_33.60_1.1_20230611_0,42.36,33.6,9
mc_42.49_31.23_1.1_20230611_0,42.49,31.23,4
mc_42.49_10.99_1.1_20230611_0,42.49,10.99,5
mc_42.49_32.85_1.1_20230611_0,42.49,32.85,9
mc_42.49_33.73_1.1_20230611_0,42.49,33.73,9
mc_42.49_43.59_1.1_20230611_0,42.49,43.59,6
mc_42.49_43.72_1.1_20230611_0,42.49,43.72,6
mc_42.49_61.96_1.1_20230611_0,42.49,61.96,4
mc_42.54_37.79_1.1_20230611_0,42.54,37.79,2
mc_42.56_3.63_1.1_20230611_0,42.56,3.63,8
mc_42.55_3.62_1.1_20230611_0,42.55,3.62,8
mc_42.61_10.87_1.1_20230611_0,42.61,10.87,5
mc_42.61_11.12_1.1_20230611_0,42.61,11.12,5
mc_42.61_18.61_1.1_20230611_0,42.61,18.61,5
mc_42.61_3.79_1.1_20230611_0,42.61,3.79,8
mc_42.61_31.35_1.1_20230611_0,42.61,31.35,4
mc_42.61_31.48_1.1_20230611_0,42.61,31.48,4
mc_42.61_32.73_1.1_20230611_0,42.61,32.73,9
mc_42.61_33.48_1.1_20230611_0,42.61,33.48,9
mc_42.61_33.60_1.1_20230611_0,42.61,33.6,9
mc_42.61_4.00_1.1_20230611_0,42.61,4.0,8
mc_42.66_61.83_1.1_20230611_0,42.66,61.83,4
mc_42.67_38.21_1.1_20230611_0,42.67,38.21,2
mc_42.74_10.74_1.1_20230611_0,42.74,10.74,5
mc_42.74_10.99_1.1_20230611_0,42.74,10.99,5
mc_42.74_11.24_1.1_20230611_0,42.74,11.24,5
mc_42.74_32.60_1.1_20230611_0,42.74,32.6,9
mc_42.74_32.85_1.1_20230611_0,42.74,32.85,9
mc_42.74_32.98_1.1_20230611_0,42.74,32.98,9
mc_42.74_33.10_1.1_20230611_0,42.74,33.1,9
mc_42.74_33.35_1.1_20230611_0,42.74,33.35,9
mc_42.74_33.73_1.1_20230611_0,42.74,33.73,9
mc_42.74_43.47_1.1_20230611_0,42.74,43.47,6
mc_42.74_43.72_1.1_20230611_0,42.74,43.72,6
mc_42.78_43.59_1.1_20230611_0,42.78,43.59,6
mc_42.86_10.62_1.1_20230611_0,42.86,10.62,5
mc_42.86_11.12_1.1_20230611_0,42.86,11.12,5
mc_42.86_10.87_1.1_20230611_0,42.86,10.87,5
mc_42.86_32.73_1.1_20230611_0,42.86,32.73,9
mc_42.86_33.23_1.1_20230611_0,42.86,33.23,9
mc_42.86_33.48_1.1_20230611_0,42.86,33.48,9
mc_42.86_33.60_1.1_20230611_0,42.86,33.6,9
mc_42.86_43.34_1.1_20230611_0,42.86,43.34,6
mc_42.88_61.83_1.1_20230611_0,42.88,61.83,4
mc_42.99_10.74_1.1_20230611_0,42.99,10.74,5
mc_42.99_10.99_1.1_20230611_0,42.99,10.99,5
mc_42.99_11.24_1.1_20230611_0,42.99,11.24,5
mc_42.99_15.11_1.1_20230611_0,42.99,15.11,5
mc_42.99_15.33_1.1_20230611_0,42.99,15.33,5
mc_42.99_15.49_1.1_20230611_0,42.99,15.49,5
mc_42.99_15.61_1.1_20230611_0,42.99,15.61,5
mc_42.99_15.74_1.1_20230611_0,42.99,15.74,5
mc_42.99_15.86_1.1_20230611_0,42.99,15.86,5
mc_42.99_15.99_1.1_20230611_0,42.99,15.99,5
mc_42.99_16.11_1.1_20230611_0,42.99,16.11,5
mc_42.99_32.48_1.1_20230611_0,42.99,32.48,9
mc_42.99_32.85_1.1_20230611_0,42.99,32.85,9
mc_42.99_32.60_1.1_20230611_0,42.99,32.6,9
mc_42.99_32.35_1.1_20230611_0,42.99,32.35,9
mc_42.99_32.98_1.1_20230611_0,42.99,32.98,9
mc_42.99_43.09_1.1_20230611_0,42.99,43.09,6
mc_43.05_43.47_1.1_20230611_0,43.05,43.47,6
mc_43.11_11.12_1.1_20230611_0,43.11,11.12,5
mc_43.11_15.17_1.1_20230611_0,43.11,15.17,5
mc_43.11_16.24_1.1_20230611_0,43.11,16.24,5
mc_43.11_32.23_1.1_20230611_0,43.11,32.23,9
mc_43.11_32.73_1.1_20230611_0,43.11,32.73,9
mc_43.11_43.34_1.1_20230611_0,43.11,43.34,6
mc_43.13_43.22_1.1_20230611_0,43.13,43.22,6
mc_43.15_16.36_1.1_20230611_0,43.15,16.36,5
mc_43.16_16.49_1.1_20230611_0,43.16,16.49,5
mc_43.24_31.98_1.1_20230611_0,43.24,31.98,9
mc_43.24_32.10_1.1_20230611_0,43.24,32.1,9
mc_43.24_32.35_1.1_20230611_0,43.24,32.35,9
mc_43.24_32.48_1.1_20230611_0,43.24,32.48,9
mc_43.35_43.09_1.1_20230611_0,43.35,43.09,6
mc_43.36_32.23_1.1_20230611_0,43.36,32.23,9
mc_43.37_43.22_1.1_20230611_0,43.37,43.22,6
mc_43.38_10.23_1.1_20230611_0,43.38,10.23,5
mc_43.39_10.12_1.1_20230611_0,43.39,10.12,5
mc_43.49_17.61_1.1_20230611_0,43.49,17.61,4
mc_43.59_37.39_1.1_20230611_0,43.59,37.39,1
mc_43.59_62.08_1.1_20230611_0,43.59,62.08,4
mc_43.60_43.09_1.1_20230611_0,43.6,43.09,6
mc_43.61_17.11_1.1_20230611_0,43.61,17.11,4
mc_43.61_17.24_1.1_20230611_0,43.61,17.24,4
mc_43.61_17.36_1.1_20230611_0,43.61,17.36,4
mc_43.61_17.49_1.1_20230611_0,43.61,17.49,4
mc_43.61_43.22_1.1_20230611_0,43.61,43.22,6
mc_43.63_9.99_1.1_20230611_0,43.63,9.99,5
mc_43.69_10.17_1.1_20230611_0,43.69,10.17,5
mc_43.73_10.11_1.1_20230611_0,43.73,10.11,5
mc_43.74_8.94_1.1_20230611_0,43.74,8.94,5
mc_43.74_9.74_1.1_20230611_0,43.74,9.74,5
mc_43.76_42.84_1.1_20230611_0,43.76,42.84,6
mc_43.85_10.25_1.1_20230611_0,43.85,10.25,5
mc_43.86_10.24_1.1_20230611_0,43.86,10.24,5
mc_43.86_9.99_1.1_20230611_0,43.86,9.99,5
mc_43.87_42.97_1.1_20230611_0,43.87,42.97,6
mc_43.90_10.12_1.1_20230611_0,43.9,10.12,5
mc_43.90_9.87_1.1_20230611_0,43.9,9.87,5
mc_43.93_9.48_1.1_20230611_0,43.93,9.48,5
mc_43.98_15.86_1.1_20230611_0,43.98,15.86,4
mc_43.98_15.99_1.1_20230611_0,43.98,15.99,4
mc_43.98_16.11_1.1_20230611_0,43.98,16.11,4
mc_43.98_16.24_1.1_20230611_0,43.98,16.24,4
mc_43.98_16.36_1.1_20230611_0,43.98,16.36,4
mc_43.98_16.61_1.1_20230611_0,43.98,16.61,4
mc_43.98_9.36_1.1_20230611_0,43.98,9.36,5
mc_43.99_42.84_1.1_20230611_0,43.99,42.84,6
mc_44.00_15.67_1.1_20230611_0,44.0,15.67,4
mc_44.10_15.56_1.1_20230611_0,44.1,15.56,4
mc_44.06_9.59_1.1_20230611_0,44.06,9.59,5
mc_44.11_10.12_1.1_20230611_0,44.11,10.12,5
mc_44.11_16.49_1.1_20230611_0,44.11,16.49,4
mc_44.11_42.97_1.1_20230611_0,44.11,42.97,6
mc_44.11_9.99_1.1_20230611_0,44.11,9.99,5
mc_44.15_9.12_1.1_20230611_0,44.15,9.12,5
mc_44.20_10.24_1.1_20230611_0,44.2,10.24,5
mc_44.23_13.36_1.1_20230611_0,44.23,13.36,4
mc_44.23_15.74_1.1_20230611_0,44.23,15.74,4
mc_44.23_15.86_1.1_20230611_0,44.23,15.86,4
mc_44.23_15.99_1.1_20230611_0,44.23,15.99,4
mc_44.23_16.11_1.1_20230611_0,44.23,16.11,4
mc_44.23_16.24_1.1_20230611_0,44.23,16.24,4
mc_44.23_16.36_1.1_20230611_0,44.23,16.36,4
mc_44.27_15.61_1.1_20230611_0,44.27,15.61,4
mc_44.23_42.84_1.1_20230611_0,44.23,42.84,6
mc_44.28_9.87_1.1_20230611_0,44.28,9.87,5
mc_44.35_15.49_1.1_20230611_0,44.35,15.49,4
mc_44.30_9.30_1.1_20230611_0,44.3,9.3,5
mc_44.36_42.97_1.1_20230611_0,44.36,42.97,6
mc_44.38_9.49_1.1_20230611_0,44.38,9.49,5
mc_44.37_9.74_1.1_20230611_0,44.37,9.74,5
mc_44.39_9.99_1.1_20230611_0,44.39,9.99,5
mc_44.47_15.36_1.1_20230611_0,44.47,15.36,4
mc_44.48_14.61_1.1_20230611_0,44.48,14.61,4
mc_44.48_14.95_1.1_20230611_0,44.48,14.95,4
mc_44.48_15.08_1.1_20230611_0,44.48,15.08,4
mc_44.48_15.61_1.1_20230611_0,44.48,15.61,4
mc_44.48_15.74_1.1_20230611_0,44.48,15.74,4
mc_44.48_42.84_1.1_20230611_0,44.48,42.84,6
mc_44.50_13.74_1.1_20230611_0,44.5,13.74,4
mc_44.53_14.72_1.1_20230611_0,44.53,14.72,4
mc_44.57_15.24_1.1_20230611_0,44.57,15.24,4
mc_44.61_14.99_1.1_20230611_0,44.61,14.99,4
mc_44.61_15.11_1.1_20230611_0,44.61,15.11,4
mc_44.61_42.97_1.1_20230611_0,44.61,42.97,6
mc_44.62_14.86_1.1_20230611_0,44.62,14.86,4
mc_44.62_15.36_1.1_20230611_0,44.62,15.36,4
mc_44.67_15.49_1.1_20230611_0,44.67,15.49,4
mc_44.69_9.62_1.1_20230611_0,44.69,9.62,5
mc_44.73_13.33_1.1_20230611_0,44.73,13.33,10
mc_44.73_15.24_1.1_20230611_0,44.73,15.24,4
mc_44.73_66.08_1.1_20230611_0,44.73,66.08,9
mc_44.73_66.20_1.1_20230611_0,44.73,66.2,9
mc_44.74_42.84_1.1_20230611_0,44.74,42.84,6
mc_44.86_13.77_1.1_20230611_0,44.86,13.77,4
mc_44.86_14.61_1.1_20230611_0,44.86,14.61,4
mc_44.86_14.74_1.1_20230611_0,44.86,14.74,4
mc_44.86_14.86_1.1_20230611_0,44.86,14.86,4
mc_44.86_15.11_1.1_20230611_0,44.86,15.11,4
mc_44.86_42.97_1.1_20230611_0,44.86,42.97,6
mc_44.88_14.06_1.1_20230611_0,44.88,14.06,4
mc_44.90_14.49_1.1_20230611_0,44.9,14.49,4
mc_44.92_14.99_1.1_20230611_0,44.92,14.99,4
mc_44.97_14.24_1.1_20230611_0,44.97,14.24,4
mc_44.98_14.36_1.1_20230611_0,44.98,14.36,4
mc_44.99_42.84_1.1_20230611_0,44.99,42.84,6
mc_45.00_14.61_1.1_20230611_0,45.0,14.61,4
mc_45.11_14.49_1.1_20230611_0,45.11,14.49,4
mc_45.11_42.97_1.1_20230611_0,45.11,42.97,6
mc_45.11_66.45_1.1_20230611_0,45.11,66.45,9
mc_45.18_14.74_1.1_20230611_0,45.18,14.74,4
mc_45.18_14.86_1.1_20230611_0,45.18,14.86,4
mc_45.20_14.24_1.1_20230611_0,45.2,14.24,4
mc_45.23_66.59_1.1_20230611_0,45.23,66.59,9
mc_45.23_66.58_1.1_20230611_0,45.23,66.58,9
mc_45.28_42.84_1.1_20230611_0,45.28,42.84,6
mc_45.34_14.36_1.1_20230611_0,45.34,14.36,4
mc_45.35_14.07_1.1_20230611_0,45.35,14.07,4
mc_45.36_42.97_1.1_20230611_0,45.36,42.97,6
mc_45.39_14.19_1.1_20230611_0,45.39,14.19,4
mc_45.42_42.72_1.1_20230611_0,45.42,42.72,6
mc_45.48_42.84_1.1_20230611_0,45.48,42.84,6
mc_45.61_42.59_1.1_20230611_0,45.61,42.59,6
mc_45.61_42.72_1.1_20230611_0,45.61,42.72,6
mc_45.61_42.97_1.1_20230611_0,45.61,42.97,6
mc_45.73_32.60_1.1_20230611_0,45.73,32.6,9
mc_45.73_32.85_1.1_20230611_0,45.73,32.85,9
mc_45.73_33.10_1.1_20230611_0,45.73,33.1,9
mc_45.79_42.84_1.1_20230611_0,45.79,42.84,6
mc_45.86_32.73_1.1_20230611_0,45.86,32.73,9
mc_45.86_32.98_1.1_20230611_0,45.86,32.98,9
mc_45.86_33.23_1.1_20230611_0,45.86,33.23,9
mc_45.86_42.59_1.1_20230611_0,45.86,42.59,6
mc_45.86_42.72_1.1_20230611_0,45.86,42.72,6
mc_45.86_42.97_1.1_20230611_0,45.86,42.97,6
mc_45.98_32.85_1.1_20230611_0,45.98,32.85,9
mc_45.98_33.10_1.1_20230611_0,45.98,33.1,9
mc_45.98_42.84_1.1_20230611_0,45.98,42.84,6
mc_46.11_32.98_1.1_20230611_0,46.11,32.98,9
mc_46.11_42.59_1.1_20230611_0,46.11,42.59,6
mc_46.11_42.72_1.1_20230611_0,46.11,42.72,6
mc_46.11_42.97_1.1_20230611_0,46.11,42.97,6
mc_46.23_42.34_1.1_20230611_0,46.23,42.34,6
mc_46.23_42.84_1.1_20230611_0,46.23,42.84,6
mc_46.36_42.47_1.1_20230611_0,46.36,42.47,6
mc_46.36_42.72_1.1_20230611_0,46.36,42.72,6
mc_46.36_42.97_1.1_20230611_0,46.36,42.97,6
mc_46.37_42.59_1.1_20230611_0,46.37,42.59,6
mc_46.48_42.34_1.1_20230611_0,46.48,42.34,6
mc_46.61_42.59_1.1_20230611_0,46.61,42.59,6
mc_46.61_42.72_1.1_20230611_0,46.61,42.72,6
mc_46.68_42.47_1.1_20230611_0,46.68,42.47,6
mc_49.52_-15.99_1.1_20230611_0,49.52,-15.99,6
mc_49.61_-16.18_1.1_20230611_0,49.61,-16.18,6
mc_49.61_36.97_1.1_20230611_0,49.61,36.97,1
mc_49.64_-16.37_1.1_20230611_0,49.64,-16.37,6
mc_49.66_-16.24_1.1_20230611_0,49.66,-16.24,6
mc_5.01_9.12_1.1_20230611_0,5.01,9.12,3
mc_5.04_13.24_1.1_20230611_0,5.04,13.24,6
mc_5.14_13.37_1.1_20230611_0,5.14,13.37,6
mc_5.15_9.24_1.1_20230611_0,5.15,9.24,3
mc_5.19_13.49_1.1_20230611_0,5.19,13.49,6
mc_5.24_13.08_1.1_20230611_0,5.24,13.08,6
mc_5.37_13.74_1.1_20230611_0,5.37,13.74,6
mc_5.38_13.37_1.1_20230611_0,5.38,13.37,6
mc_5.38_13.60_1.1_20230611_0,5.38,13.6,6
mc_5.49_13.43_1.1_20230611_0,5.49,13.43,6
mc_51.36_32.85_1.1_20230611_0,51.36,32.85,6
mc_50.23_33.73_1.1_20230611_0,50.23,33.73,2
mc_50.36_33.60_1.1_20230611_0,50.36,33.6,2
mc_51.48_32.46_1.1_20230611_0,51.48,32.46,6
mc_51.61_32.60_1.1_20230611_0,51.61,32.6,6
mc_51.64_32.73_1.1_20230611_0,51.64,32.73,6
mc_43.61_9.87_1.1_20230611_0,43.61,9.87,5
mc_52.73_58.83_1.1_20230611_0,52.73,58.83,8
mc_53.11_30.48_1.1_20230611_0,53.11,30.48,7
mc_53.12_30.23_1.1_20230611_0,53.12,30.23,7
mc_53.18_30.33_1.1_20230611_0,53.18,30.33,7
mc_53.48_30.10_1.1_20230611_0,53.48,30.1,7
mc_53.48_31.60_1.1_20230611_0,53.48,31.6,8
mc_53.86_50.46_1.1_20230611_0,53.86,50.46,10
mc_53.87_50.34_1.1_20230611_0,53.87,50.34,10
mc_53.98_39.35_1.1_20230611_0,53.98,39.35,9
mc_54.11_39.47_1.1_20230611_0,54.11,39.47,9
mc_54.11_39.97_1.1_20230611_0,54.11,39.97,9
mc_54.11_50.46_1.1_20230611_0,54.11,50.46,10
mc_54.15_50.34_1.1_20230611_0,54.15,50.34,10
mc_54.18_50.21_1.1_20230611_0,54.18,50.21,10
mc_54.28_50.57_1.1_20230611_0,54.28,50.57,10
mc_54.30_50.71_1.1_20230611_0,54.3,50.71,10
mc_54.36_50.09_1.1_20230611_0,54.36,50.09,10
mc_54.36_50.21_1.1_20230611_0,54.36,50.21,10
mc_54.36_50.34_1.1_20230611_0,54.36,50.34,10
mc_54.41_50.46_1.1_20230611_0,54.41,50.46,10
mc_54.48_31.10_1.1_20230611_0,54.48,31.1,7
mc_54.48_50.71_1.1_20230611_0,54.48,50.71,10
mc_54.57_50.59_1.1_20230611_0,54.57,50.59,10
mc_54.61_31.23_1.1_20230611_0,54.61,31.23,7
mc_54.61_50.09_1.1_20230611_0,54.61,50.09,10
mc_54.61_50.34_1.1_20230611_0,54.61,50.34,10
mc_54.61_50.46_1.1_20230611_0,54.61,50.46,10
mc_54.66_50.21_1.1_20230611_0,54.66,50.21,10
mc_54.73_50.59_1.1_20230611_0,54.73,50.59,10
mc_54.79_50.71_1.1_20230611_0,54.79,50.71,10
mc_54.86_50.09_1.1_20230611_0,54.86,50.09,10
mc_54.86_50.21_1.1_20230611_0,54.86,50.21,10
mc_54.86_50.34_1.1_20230611_0,54.86,50.34,10
mc_54.86_50.46_1.1_20230611_0,54.86,50.46,10
mc_55.11_50.09_1.1_20230611_0,55.11,50.09,10
mc_55.11_50.21_1.1_20230611_0,55.11,50.21,10
mc_55.25_49.34_1.1_20230611_0,55.25,49.34,1
mc_55.36_50.09_1.1_20230611_0,55.36,50.09,10
mc_55.36_50.21_1.1_20230611_0,55.36,50.21,10
mc_55.73_59.83_1.1_20230611_0,55.73,59.83,6
mc_55.73_59.96_1.1_20230611_0,55.73,59.96,6
mc_55.98_59.83_1.1_20230611_0,55.98,59.83,6
mc_55.98_59.96_1.1_20230611_0,55.98,59.96,6
mc_56.11_60.08_1.1_20230611_0,56.11,60.08,6
mc_56.23_39.60_1.1_20230611_0,56.23,39.6,4
mc_56.23_59.83_1.1_20230611_0,56.23,59.83,6
mc_56.23_59.96_1.1_20230611_0,56.23,59.96,6
mc_56.48_59.83_1.1_20230611_0,56.48,59.83,6
mc_56.48_39.35_1.1_20230611_0,56.48,39.35,4
mc_56.60_39.09_1.1_20230611_0,56.6,39.09,4
mc_56.61_39.22_1.1_20230611_0,56.61,39.22,4
mc_56.73_39.10_1.1_20230611_0,56.73,39.1,4
mc_56.86_50.09_1.1_20230611_0,56.86,50.09,4
mc_56.93_38.93_1.1_20230611_0,56.93,38.93,4
mc_58.23_38.35_1.1_20230611_0,58.23,38.35,6
mc_58.48_38.35_1.1_20230611_0,58.48,38.35,6
mc_58.61_38.22_1.1_20230611_0,58.61,38.22,6
mc_58.61_38.47_1.1_20230611_0,58.61,38.47,6
mc_58.72_38.10_1.1_20230611_0,58.72,38.1,6
mc_58.73_38.35_1.1_20230611_0,58.73,38.35,6
mc_58.73_63.33_1.1_20230611_0,58.73,63.33,10
mc_58.73_63.45_1.1_20230611_0,58.73,63.45,10
mc_58.86_38.22_1.1_20230611_0,58.86,38.22,6
mc_58.99_63.45_1.1_20230611_0,58.99,63.45,10
mc_59.00_38.10_1.1_20230611_0,59.0,38.1,6
mc_59.11_38.22_1.1_20230611_0,59.11,38.22,6
mc_59.11_60.58_1.1_20230611_0,59.11,60.58,1
mc_59.23_60.33_1.1_20230611_0,59.23,60.33,1
mc_59.36_60.21_1.1_20230611_0,59.36,60.21,1
mc_59.36_60.46_1.1_20230611_0,59.36,60.46,1
mc_59.36_60.58_1.1_20230611_0,59.36,60.58,1
mc_59.48_60.33_1.1_20230611_0,59.48,60.33,1
mc_59.48_37.72_1.1_20230611_0,59.48,37.72,6
mc_59.61_60.46_1.1_20230611_0,59.61,60.46,1
mc_59.51_37.58_1.1_20230611_0,59.51,37.58,6
mc_59.61_60.58_1.1_20230611_0,59.61,60.58,1
mc_59.73_37.72_1.1_20230611_0,59.73,37.72,6
mc_59.73_37.85_1.1_20230611_0,59.73,37.85,6
mc_59.73_60.33_1.1_20230611_0,59.73,60.33,1
mc_59.75_37.60_1.1_20230611_0,59.75,37.6,6
mc_59.85_60.46_1.1_20230611_0,59.85,60.46,1
mc_59.85_60.58_1.1_20230611_0,59.85,60.58,1
mc_6.75_44.22_1.1_20230611_0,6.75,44.22,10
mc_6.77_44.09_1.1_20230611_0,6.77,44.09,10
mc_60.12_60.58_1.1_20230611_0,60.12,60.58,1
mc_60.60_60.46_1.1_20230611_0,60.6,60.46,1
mc_60.73_60.33_1.1_20230611_0,60.73,60.33,1
mc_61.00_60.33_1.1_20230611_0,61.0,60.33,1
mc_61.85_64.33_1.1_20230611_0,61.85,64.33,9
mc_61.85_64.45_1.1_20230611_0,61.85,64.45,9
mc_61.85_64.58_1.1_20230611_0,61.85,64.58,9
mc_61.98_64.70_1.1_20230611_0,61.98,64.7,9
mc_62.10_64.33_1.1_20230611_0,62.1,64.33,9
mc_62.10_64.45_1.1_20230611_0,62.1,64.45,9
mc_62.10_64.58_1.1_20230611_0,62.1,64.58,9
mc_62.35_64.33_1.1_20230611_0,62.35,64.33,9
mc_62.40_64.45_1.1_20230611_0,62.4,64.45,9
mc_62.68_64.40_1.1_20230611_0,62.68,64.4,9
mc_63.10_33.23_1.1_20230611_0,63.1,33.23,10
mc_64.75_34.35_1.1_20230611_0,64.75,34.35,1
mc_64.85_34.47_1.1_20230611_0,64.85,34.47,1
mc_64.98_34.72_1.1_20230611_0,64.98,34.72,1
mc_65.02_44.34_1.1_20230611_0,65.02,44.34,10
mc_65.06_35.10_1.1_20230611_0,65.06,35.1,1
mc_65.10_34.60_1.1_20230611_0,65.1,34.6,1
mc_65.10_34.85_1.1_20230611_0,65.1,34.85,1
mc_65.10_44.47_1.1_20230611_0,65.1,44.47,10
mc_65.21_34.97_1.1_20230611_0,65.21,34.97,1
mc_66.17_35.72_1.1_20230611_0,66.17,35.72,2
mc_66.35_35.47_1.1_20230611_0,66.35,35.47,2
mc_66.48_35.35_1.1_20230611_0,66.48,35.35,2
mc_66.60_35.22_1.1_20230611_0,66.6,35.22,2
mc_66.61_35.47_1.1_20230611_0,66.61,35.47,2
mc_66.73_35.10_1.1_20230611_0,66.73,35.1,2
mc_66.73_35.35_1.1_20230611_0,66.73,35.35,2
mc_66.85_35.22_1.1_20230611_0,66.85,35.22,2
mc_66.85_35.47_1.1_20230611_0,66.85,35.47,2
mc_67.02_37.85_1.1_20230611_0,67.02,37.85,8
mc_67.04_35.35_1.1_20230611_0,67.04,35.35,2
mc_67.09_37.97_1.1_20230611_0,67.09,37.97,8
mc_67.10_35.47_1.1_20230611_0,67.1,35.47,2
mc_67.23_35.60_1.1_20230611_0,67.23,35.6,2
mc_67.41_35.72_1.1_20230611_0,67.41,35.72,2
mc_67.43_35.85_1.1_20230611_0,67.43,35.85,2
mc_67.48_37.10_1.1_20230611_0,67.48,37.1,3
mc_67.53_35.90_1.1_20230611_0,67.53,35.9,2
mc_67.60_35.60_1.1_20230611_0,67.6,35.6,2
mc_67.60_37.19_1.1_20230611_0,67.6,37.19,3
mc_67.60_39.10_1.1_20230611_0,67.6,39.1,5
mc_67.69_35.85_1.1_20230611_0,67.69,35.85,2
mc_67.73_35.47_1.1_20230611_0,67.73,35.47,2
mc_67.73_39.22_1.1_20230611_0,67.73,39.22,5
mc_67.85_35.72_1.1_20230611_0,67.85,35.72,2
mc_67.85_39.10_1.1_20230611_0,67.85,39.1,5
mc_67.88_35.57_1.1_20230611_0,67.88,35.57,2
mc_67.98_35.22_1.1_20230611_0,67.98,35.22,2
mc_67.93_35.35_1.1_20230611_0,67.93,35.35,2
mc_67.98_35.47_1.1_20230611_0,67.98,35.47,2
mc_67.98_38.97_1.1_20230611_0,67.98,38.97,5
mc_67.98_39.22_1.1_20230611_0,67.98,39.22,5
mc_68.05_39.47_1.1_20230611_0,68.05,39.47,5
mc_68.10_35.60_1.1_20230611_0,68.1,35.6,2
mc_68.10_38.85_1.1_20230611_0,68.1,38.85,5
mc_68.10_39.10_1.1_20230611_0,68.1,39.1,5
